x	y
0.471726116612005	0.266595928855752
0.308522155121713	0.0859873278429996
0.444219121551699	0.92693805785837
0.232566914860858	0.314525852686857
0.559125332185874	0.867327637203401
0.399080742257205	0.817437666085725
0.536394027063934	0.474805220342716
0.703571163302515	0.184711181010878
0.630114917297014	0.730836509550237
0.352424025522719	0.737656400023543
0.627177427033533	0.115452924698728
0.121368265064989	0.00159025990806319
0.822563978581627	0.210610822530206
0.953034310859187	0.189633283647797
0.0832001078432968	0.169515456761049
0.930587599774033	0.0838308494215302
0.570474205328645	0.647851415127341
0.448443335449767	0.298263137792211
0.86595894402175	0.138319742263067
0.469438268015794	0.788717171585963
0.27502760473997	0.186195327388459
0.101863194953003	0.297372239473184
0.597516110278837	0.16941342969385
0.867041777176659	0.236793235223556
0.671090279868045	0.0850922098673501
0.417474358518955	0.900787276735438
0.462280951195942	0.0210837023577966
0.445055974325476	0.796125221839107
0.761013053195529	0.0815636084346914
0.426527663053941	0.784824739190136
0.0814606945705369	0.482324930877216
0.0966349455061012	0.35980365994823
0.0618727570816323	0.500492544196093
0.398151179785186	0.829541701233687
0.361209707612241	0.0170825929046711
0.941567802541374	0.327205907184507
0.396091783291606	0.21002641305903
0.447415871374614	0.136498089838248
0.431828985124908	0.824238745333578
0.374961607967063	0.120702658716903
0.387805631310808	0.857321769511903
0.265529670052771	0.161474287413158
0.586363091824805	0.733943614673425
0.179492509751373	0.282296190581804
0.412807510258162	0.659384258128091
0.862531387638291	0.0655815909990924
0.8174824040872		0.520909195164972
0.370825754332263	0.0512961771953052
0.799399800840952	0.437486758780836
0.678187995007628	0.22819707211988
0.305915048396546	0.349437455001449
0.333555708189579	0.0119573664112599
0.572914785152128	0.260196427117758
0.490121229061731	0.162269544720255
0.539115413007289	0.0979158363369054
0.879536166089061	0.0271034468348129
0.552997835269517	0.908774157221458
0.215142144175141	0.430439580019985
0.508346895715387	0.870550663404995
0.197966302328115	0.461245762741904
0.483195772878074	0.656586701055898
0.512674321824499	0.795748598328346
0.598438065277393	0.241638654788674
0.217430767874367	0.431659956961767
0.100311539955623	0.31135672741717
0.013305681575894	0.283755845939068
0.322695996181163	0.0996525697070694
0.643324981972903	0.953149099360461
0.603489793189369	0.075828276459807
0.631739886161739	0.276977180156956
0.518710431719542	0.838347681097348
0.554100225674551	0.826986648989791
0.115767541347489	0.374718205252129
0.394180241168904	0.388908787607659
0.0939423573639345	0.420784439174628
0.282748596604023	0.19955730957145
0.106431775095158	0.191724549917356
